846, 234
2709, 477
7513, 864
11869, 900
16576, 1116
20986, 729
25225, 756
30049, 1206
34288, 1269
38941, 1233
43360, 1080
48112, 999
51748, 1143
55294, 576
60973, 1179
63583, 369
67453, 945
71636, 954
74021, 414
79241, 1179
83816, 1206
86480, 783
89882, 1026
